subject,loop,start_time,end_time,EXG0_mean,EXG0_std,EXG0_var,EXG0_skew,EXG0_kurtosis,EXG1_mean,EXG1_std,EXG1_var,EXG1_skew,EXG1_kurtosis,label
fahri,1,0.0,0.996,202128.60599054076,2652262.6060957448,7034496931693.792,0.28516110774212267,-0.3181057266430458,-202128.60599054076,2652262.6060957448,7034496931693.792,-0.28516110774212294,-0.3181057266430467,depan
fahri,1,1.0,1.996,41183.450489689734,2498605.665054248,6243030269441.182,0.3270502658683601,0.2229211553554662,-41183.4504896898,2498605.665054248,6243030269441.182,-0.3270502658683598,0.2229211553554662,depan
fahri,1,2.0,2.996,-133204.24322810213,2837132.1252824604,8049318696309.77,0.14355918731759898,0.08600002552268782,133204.24322810204,2837132.1252824604,8049318696309.77,-0.1435591873175991,0.08600002552268737,depan
fahri,1,3.0,3.996,74788.20282108152,2779454.15589513,7725365404722.708,0.39607805954112674,-0.3814976195403532,-74788.20282108152,2779454.15589513,7725365404722.708,-0.3960780595411269,-0.3814976195403532,depan
fahri,1,4.0,4.996,1936430.802661406,4106373.7971618497,16862305762017.428,0.5516011818737503,-0.49002189150978026,-1936430.8026614063,4106373.7971618497,16862305762017.428,-0.5516011818737502,-0.49002189150978026,depan
fahri,1,5.0,5.996,-1336552.9709989063,3131634.7617303524,9807136280877.92,-0.5426420542074237,-0.09873475440260115,1336552.9709989063,3131634.7617303524,9807136280877.92,0.5426420542074236,-0.09873475440260115,depan
fahri,1,6.0,6.996,-3460805.5578312348,2468550.5695687775,6093741914518.336,-0.07731441286876978,-0.7620247602855765,3460805.5578312348,2468550.5695687775,6093741914518.336,0.07731441286876978,-0.7620247602855756,depan
fahri,1,7.0,72.992,-183689.93158202554,1679677.9329232841,2821317958349.4365,-0.2352075737127417,-0.15561788145925437,183689.9315820255,1679677.932923284,2821317958349.436,0.23520757371274162,-0.15561788145925304,depan
fahri,2,72.996,73.992,-137876.8097814355,1769051.0777818111,3129541715800.988,-0.1280402750034165,-0.18426242923281144,137876.8097814355,1769051.0777818114,3129541715800.9883,0.12804027500341647,-0.18426242923281233,depan
fahri,2,73.996,74.992,-4526987.496038255,3914834.25910445,15325927276257.885,0.160362416459968,-0.5450425473306635,4526987.496038255,3914834.25910445,15325927276257.887,-0.1603624164599679,-0.5450425473306644,depan
fahri,2,74.996,75.992,5142310.491373522,2384920.1983723887,5687844352604.594,0.4154339043762577,-0.5837692772288268,-5142310.491373523,2384920.1983723887,5687844352604.594,-0.41543390437625644,-0.5837692772288272,depan
fahri,2,75.996,76.992,-585704.1756638978,3115645.085829302,9707244300852.28,-0.01634568221039324,-1.0253583485886186,585704.1756638979,3115645.085829302,9707244300852.28,0.01634568221039324,-1.025358348588619,depan
fahri,2,76.996,77.992,1632501.6394635225,2549490.1997046447,6499900278390.028,-0.6611497044028122,-0.07556006041978769,-1632501.6394635225,2549490.1997046447,6499900278390.028,0.6611497044028122,-0.0755600604197868,depan
fahri,2,77.996,78.992,-988858.3340796757,2056788.0032250318,4230376890210.413,-0.1638170394641251,-0.37348294293795625,988858.3340796757,2056788.0032250318,4230376890210.413,0.1638170394641254,-0.37348294293795625,depan
fahri,2,78.996,144.988,-612926.7438075809,1794139.8530877477,3218937812437.725,0.12572036607328804,-0.25535402989164924,612926.7438075809,1794139.8530877477,3218937812437.7246,-0.125720366073288,-0.25535402989164924,depan
fahri,3,144.992,145.988,933541.0059103076,3208549.048219211,10294786994828.404,0.3336015876573625,-0.6079941744501309,-933541.0059103078,3208549.0482192105,10294786994828.402,-0.3336015876573623,-0.60799417445013,depan
fahri,3,145.992,146.988,-171940.35635783934,2065846.1767340472,4267720425926.68,0.4986537650484177,-0.09155055942665902,171940.35635783945,2065846.1767340472,4267720425926.68,-0.4986537650484178,-0.09155055942665768,depan
fahri,3,146.992,147.988,-2137978.918703984,4738816.797392977,22456384639253.836,-0.9374935351992373,-0.33016674820115277,2137978.9187039835,4738816.797392977,22456384639253.836,0.9374935351992376,-0.33016674820115277,depan
fahri,3,147.992,148.988,1963439.2069361524,9641162.62159082,92952016695959.95,-0.057225184995842795,-1.5011723491097464,-1963439.2069361534,9641162.62159082,92952016695959.95,0.05722518499584295,-1.5011723491097462,depan
fahri,3,148.992,149.988,3884575.644170872,8987131.229483865,80768527735964.17,-0.08710439290717785,-1.5785412437923805,-3884575.644170872,8987131.229483867,80768527735964.19,0.08710439290717793,-1.578541243792381,depan
fahri,3,149.992,150.988,-3009536.588741879,4420117.374258535,19537437602222.168,-0.31418864714860495,-0.9844355861776704,3009536.5887418794,4420117.374258536,19537437602222.17,0.3141886471486046,-0.9844355861776708,depan
fahri,3,150.992,216.984,4316638.745813491,2475519.154739735,6128195085483.334,-0.6158197463291569,0.6001803411474778,-4316638.745813492,2475519.154739735,6128195085483.334,0.6158197463291579,0.6001803411474782,depan
fahri,4,216.988,217.984,-385637.5415206994,2254961.393305156,5084850885296.73,-0.3654077603153929,-0.9164190112297046,385637.5415206996,2254961.393305156,5084850885296.73,0.3654077603153926,-0.9164190112297046,depan
fahri,4,217.988,218.984,-152777.1527677833,2137874.1180462623,4570505744612.084,0.36364774704717256,-0.5980005372520307,152777.1527677833,2137874.1180462623,4570505744612.084,-0.3636477470471728,-0.5980005372520307,depan
fahri,4,218.988,219.984,-4222700.773460565,3963167.1029377286,15706693485807.83,-0.4083761940771954,-1.1807531407908949,4222700.773460565,3963167.102937729,15706693485807.834,0.4083761940771952,-1.1807531407908958,depan
